Account No,Organisation,City,Country,Region,Access,C40,Reporting year,Risks to city's water supply,Timescale,Magnitude,Risk description,Current population,Population year,City Location
31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,public,C40,2018,Inadequate or ageing infrastructure,Current,Extremely serious,"Rio de Janeiro is higly dependent of one water source and treatment facility, in the Guandu river, which provides potable water for about 80% of the metropolitan region. There currently is no alternative to Guandu River, no other water treatment station with enough capacity to substitute Guandu in case of major failure. Guandu reservoire is managed by Rio de Janeiro state, in particular CEDAE, the State Company Water and Sewage Treatment..The reservoire borders the main road (Via Presidente Dutra, privatized) that links Rio de Janeiro and SÃ£o Paulo, the country's two largest cities, with heavy traffic of trucks. For four kilometers there is no physical contention between the road and the waters of the river, which poses a risk regarding the spilling of chemical products into the water supply. The road is outside the Rio de Janeiro municipality borders, therefore its protection is out of city jurisdiction.",6520266,2017,"(-22.9054, -43.5614)"
31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,public,C40,2018,Increased water stress or scarcity,Short-term,Serious,"In a possible scenary of increased rainfall for the Southeast of Brazil, we predict flooding in the region of the Guandu water treatment plant. In the case of landslides, mudslides or flooding, the waters of the river could be taken up by mud, which would make the treatment of the water slower and more expensive, with possible interruptions in the distribution. The reservoire does not border the city of Rio de Janeiro, therefore work on flood prevention must be done by bordering municipalities, or state or federal government.",6520266,2017,"(-22.9054, -43.5614)"
31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,public,C40,2018,Increased water stress or scarcity,Current,Serious,"Urban heat islands and the expected increase in temperature in the City will cause more expenditure of potable water. Besides that, there are some studies that show the relationship between deforestation of the Cerrado and the Amazon region in the rainfall regime in Brazilian southern region. If deforestation is not reduced, there is a risk of rainfall reduction that can lead to a water stress or scarcity situation, especially considering that the Guandu reservoir is fed by the ParaÃ­ba do Sul river, whose waters are shared with the state of SÃ£o Paulo and Minas Gerais, and these states pressure on this water can further reduce the supply of water to the city of Rio de Janeiro.",6520266,2017,"(-22.9054, -43.5614)"
31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,public,C40,2018,Inadequate or ageing infrastructure,Current,Extremely serious,Around 40% of potable water supplied by the state company is lost due to leakages and illegal connections.,6520266,2017,"(-22.9054, -43.5614)"
31176,Prefeitura do Rio de Janeiro,Rio de Janeiro,Brazil,Latin America,public,C40,2018,Energy supply issues,Current,Serious,"Water distribution in the metropolitan area of Rio de Janeiro is heavily dependent on electricity, as must of the potable water comes from the Guandu River, outside the city's borders. Blackouts already cause interference with distribution, sometimes affecting the end of the pipe lines for two or three consecutive days. The matter is more serious because Brazil's energy is highly dependent on hydroelectric power, a source that depends heavily on rainfall. During the summer of 2014 some reservoirs were at really low capacity, thus raising speculation in the federal government whether a rationing policy would have to be implemented. In such cases, water distribution is prioritized. However, in the medium term, there are risks associated with a widespread energy scarcity. Energy supply and transmission are national issues, and the energy distribution in the city of Rio de Janeiro is provided by Light, a private company regulated by the state government.",6520266,2017,"(-22.9054, -43.5614)"
31177,Salt Lake City,Salt Lake City,United States of America,North America,public,,2018,Increased water stress or scarcity,Short-term,Extremely serious,"Snow pack is a significant water storage resource. As the form of precipitation changes from snow to rain, and lack of adequate storage capacity for rain water, we anticipate water supply to decline.",193744,2016,"(40.7608, -111.891)"
31177,Salt Lake City,Salt Lake City,United States of America,North America,public,,2018,Declining water quality,Short-term,Serious,"More rain, less snow, aging drainage systems, may lead to flooding and impacted water quality. Storm water is not treated prior to entering streams, rivers, and eventually the Great Salt Lake.",193744,2016,"(40.7608, -111.891)"
31177,Salt Lake City,Salt Lake City,United States of America,North America,public,,2018,Inadequate or ageing infrastructure,Current,Serious,"More rain, less snow, aging drainage systems, may lead to flooding and impacted water quality. Storm water is not treated prior to entering streams, rivers, and eventually the Great Salt Lake.",193744,2016,"(40.7608, -111.891)"
31180,RegiÃ³n Metropolitana de Santiago,Santiago,Chile,Latin America,public,C40,2018,Increased water stress or scarcity,Current,Serious,"The underground aquifers are drying up, especially in the northwest sector of the region, and generally having supply problems particularly in the area outside the concession of the main urban sector of the region (outside of Great Santiago).",7112808,2017,"(-33.4489, -70.6693)"
31180,RegiÃ³n Metropolitana de Santiago,Santiago,Chile,Latin America,public,C40,2018,Regulatory,Current,Serious,"The chilean water system regulation is based on water rights, which are purchased according to market laws (supply and demand). But now that the aquifers do not have as much water as they should have, according to the original ""market"", this system is not functional anymore, and water resources are getting more scarce.",7112808,2017,"(-33.4489, -70.6693)"
31180,RegiÃ³n Metropolitana de Santiago,Santiago,Chile,Latin America,public,C40,2018,Declining water quality,Short-term,Serious,"Because of its sensitivity, Maipo basin could suffer serious changes in the availability and quality of water due to projected increases in temperature and decreases in precipitation. It is likely to affect not only the existing user base, but is likely to have serious consequences for a region that anticipates high population growth in coming decades.",7112808,2017,"(-33.4489, -70.6693)"
35475,City of Calgary,Calgary,Canada,North America,public,,2018,Inadequate or ageing infrastructure,Current,Serious,"Climate change poses a risk to Calgary's water supply, and thereby increases the stress on Calgary's water treatment and delivery infrastructure.",1246231,2017,"(51.0486, -114.071)"
35475,City of Calgary,Calgary,Canada,North America,public,,2018,Increased water stress or scarcity,Current,Extremely serious,Future changes to water availability due to changes in how and when we receive precipitation.  Increased potential for multi-year drought will require more stringent water management.,1246231,2017,"(51.0486, -114.071)"
31182,City of San Francisco,San Francisco,United States of America,North America,public,C40,2018,Increased water stress or scarcity,Short-term,Serious,"Climate change is projected to affect water supply in San Francisco through two primary avenues: hydrology (including timing and distribution of precipitation, evapotranspiration from soils, plants and water surfaces, streamflow, and groundwater recharge) and sea-level rise. Climate warming may result in a shift in timing and amount of water supply and also in changes in quality of that supply San Francisco depends on water supplied through systems of aqueducts from the Sierra Nevada mountain range, so it is sensitive to how climate change affects snowfall, snowmelt, and runoff changes in that region. In dry years, when coastal high-pressure systems do not dissipate during winter months, California could be subject to frequent and severe droughts like the 2011 -2015 drought that reduced state reservoirs to less than 30 percent of capacity.",870887,2016,"(37.7749, -122.419)"
31184,Prefeitura de SÃ£o Paulo,SÃ£o Paulo,Brazil,Latin America,public,C40,2018,Increased water stress or scarcity,Short-term,Serious,Devido Ã s alteraÃ§Ãµes no regime pluviomÃ©trico da cidade e do Estado com a reduÃ§Ã£o do volume durante o verÃ£o e o agravamento da escassez durante o outono e inverno o nÃ­vel das represas de abastecimento da cidade estÃ£o crÃ­ticos com riscos de desabastecimento generalizado.,11253.503,2017,"(-23.5595, -46.7382)"
31185,City of Warsaw,Warsaw,Poland,Europe,public,C40,2018,Increased water stress or scarcity,Short-term,Serious,NA,1758143,2017,"(52.2297, 21.0122)"
31186,Changwon City,Changwon,Republic of Korea,East Asia,public,C40,2018,Increased water stress or scarcity,Long-term,Serious,"During the dry season early in the spring,  drought is sometimes serious for agriculture and food production.",1072657,2017,"(35.1542, 126.949)"
31446,Taipei City Government,Taipei,"Taiwan, Greater China",East Asia,public,,2018,Declining water quality,Short-term,Less Serious,"The number of typhoons and torrential rain and rainfall increases, resulting in increased degree of raw water turbidity.",2683257,2017,"(25.0375, 121.564)"
31446,Taipei City Government,Taipei,"Taiwan, Greater China",East Asia,public,,2018,Increased water stress or scarcity,Current,Serious,"According to the data from Water Resources Agency in Ministry of Economic Affairs, it shows that drought often happen in Taiwan, where the frequency is about once every two years, and each time have caused water shortages.",2683257,2017,"(25.0375, 121.564)"
