Account No,Organisation,City,Country,Region,Access,C40,Reporting Year,Risks to city's water supply,Adaptation action,Action description,City Location
54459,City of ReykjavÃ­k,ReykjavÃ­k,Iceland,Europe,public,,2018,Declining water quality,Investment in existing water supply infrastructure,Veitur has increased the use of modeling for water utility.Detecting and locating water leakage in the water work system will be given high priority.Veitur will keep on ensuring that drinking water is extracted in a safe and sustainable manner.,"(64.1265, -21.8174)"
54459,City of ReykjavÃ­k,ReykjavÃ­k,Iceland,Europe,public,,2018,Declining water quality,Stormwater management (natural or man-made infrastructure),"â€¢	According to ReykjavÃ­k City Municipal Master Plan 2010-2030, all new city boroughs will be planned and designed using extensive sustainable drainage solutions (Low Impact Development or Blue-Green drainage solutions), that will preserve the local hydrology. City authorities will work with Veitur, the community-owned utility company, to implement the solutions and maintain them properly.","(64.1265, -21.8174)"
54478,Gemeente Nijmegen,Nijmegen,Netherlands,Europe,public,,2018,Declining water quality,Efficiency regulations or standards,Together with the water company and the Province of Gelderland (authority for safeguarding the ground water quality) we discuss the risks and take actions when needed.,"(51.8449, 5.84282)"
54498,Ayuntamiento de Murcia,Murcia,Spain,Europe,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,"SMART METERING, TELE MANAGEMENT SYSTEM, RAISING AWARENES CAMPAIGNS","(37.799, -1.00495)"
54498,Ayuntamiento de Murcia,Murcia,Spain,Europe,public,,2018,Declining water quality,Other: Purification systems,NA,"(37.799, -1.00495)"
54517,City Ã–rebro,Ã–rebro,Sweden,Europe,public,,2018,Increased water stress or scarcity,Conservation awareness and education,NA,"(59.2741, 15.2066)"
54517,City Ã–rebro,Ã–rebro,Sweden,Europe,public,,2018,Increased water stress or scarcity,Water use restrictions,NA,"(59.2741, 15.2066)"
54529,City of Leicester,Leicester,United Kingdom of Great Britain and Northern Ireland,Europe,public,,2018,Increased water stress or scarcity,NA,"Owing to privatisation of water supply, water supply management is the responsibility of the regional water authority, Severn Trent Water.","(52.6333, -1.1333)"
54529,City of Leicester,Leicester,United Kingdom of Great Britain and Northern Ireland,Europe,public,,2018,Inadequate or aging infrastructure,NA,"Owing to privatisation of water supply, water supply management is the responsibility of the regional water authority, Severn Trent Water.","(52.6333, -1.1333)"
54575,Vhembe District Municipality,Vhembe,South Africa,Africa,public,,2018,Increased water stress or scarcity,Water use restrictions,Municipal By-laws,"(-22.7695, 29.974)"
54575,Vhembe District Municipality,Vhembe,South Africa,Africa,public,,2018,Increased water stress or scarcity,Conservation awareness and education,NA,"(-22.7695, 29.974)"
54575,Vhembe District Municipality,Vhembe,South Africa,Africa,public,,2018,Declining water quality,Conservation awareness and education,Regulations,"(-22.7695, 29.974)"
54579,Sekhukhune District Municipality,Sekhukhune District Municipality,South Africa,Africa,public,,2018,Declining water quality,Diversifying water supply (including new sources),harvesting of rain water and ground water,"(-24.8335, 29.974)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Conservation awareness and education,"Water on the West Coast area is an important resource for survival. The Agricultural Sector also needs water as our area is mostly dominated by the agricultural sector. Most of the adaptation actions mentioned were implemented as we just came out of a 3 to 5 year drought cycle. Some people mentioned it was the drought of a 100 year period, as it was one of the worst drought spells experienced within the Western Cape. According to scientists and climatic experts the west coast will becoming drier/hotter with less winter rainfall and increased summer temperatures, which will give rise to Extreme hot days / Heat waves and increased veld and forest fires with less water available and flush floods in winter when we do get some rainfall.","(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Water use restrictions,NA,"(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Efficiency regulations or standards,NA,"(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Water metering,NA,"(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Municipal water efficiency retrofits,NA,"(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Diversifying water supply (including new sources),NA,"(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Investment in existing water supply infrastructure,NA,"(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Use of non-potable water outside,NA,"(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Use of non-potable water indoors (within building),NA,"(-32.0951, 18.627)"
54588,West Coast District Municipality,West Coast District Municipality,South Africa,Africa,public,,2018,NA,Stormwater management (natural or man-made infrastructure),NA,"(-32.0951, 18.627)"
54608,Alcaldia de MonterÃ­a,MonterÃ­a,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Conservation awareness and education,Se han venido desarrollando muchas actividades para promover en la comunidad el ahorro y uso eficiente del agua con el fin de mitigar esta problemÃ¡tica y de disminuir la presiÃ³n realizada sobre este recurso natural.,"(8.74798, -75.8814)"
54608,Alcaldia de MonterÃ­a,MonterÃ­a,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Investment in existing water supply infrastructure,Se han venido desarrollando importantes inversiones en lo relacionado con la ampliaciÃ³n de las redes de abastecimiento en la zona rural y la construcciÃ³n de microacueductos veredales.,"(8.74798, -75.8814)"
54608,Alcaldia de MonterÃ­a,MonterÃ­a,Colombia,Latin America,public,,2018,Increased water stress or scarcity,Watershed preservation,Para preservar las cuencas se han venido realizando reforestaciones en diferentes zonas aledaÃ±as a estas y en las riberas de los afluentes.,"(8.74798, -75.8814)"
