

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Vanuatu",548,"Rural population",4105,2017,206.733,"X","","0"
"Vanuatu",548,"Urban population",4106,2017,69.511,"X","","0"
"Vanuatu",548,"Total population with access to safe drinking-water (JMP)",4114,2017,94.5,"I","","0"
"Vanuatu",548,"Rural population with access to safe drinking-water (JMP)",4115,2017,92.9,"I","","0"
"Vanuatu",548,"Urban population with access to safe drinking-water (JMP)",4116,2017,98.9,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"Total population",4104,2017,29402.484,"X","","0"
"Venezuela (Bolivarian Republic of)",862,"Rural population",4105,2017,3778.814,"X","","0"
"Venezuela (Bolivarian Republic of)",862,"Urban population",4106,2017,28198.251,"X","","0"
"Venezuela (Bolivarian Republic of)",862,"Flood occurrence (WRI)",4543,2017,2.7,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"Total population with access to safe drinking-water (JMP)",4114,2017,93.1,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"Rural population with access to safe drinking-water (JMP)",4115,2017,77.9,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"Urban population with access to safe drinking-water (JMP)",4116,2017,95.0,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"Population affected by water related disease",4403,2017,22.06,"I","","0"
"Viet Nam",704,"Total population",4104,2017,94600.648,"X","","0"
"Viet Nam",704,"Rural population",4105,2017,61898.302,"X","","0"
"Viet Nam",704,"Urban population",4106,2017,33642.498,"X","","0"
"Viet Nam",704,"% of area equipped for irrigation salinized",4445,2017,6.5429325424,"E","","0"
"Viet Nam",704,"Flood occurrence (WRI)",4543,2017,3.8,"I","","0"
"Viet Nam",704,"Total population with access to safe drinking-water (JMP)",4114,2017,97.6,"I","","0"
"Viet Nam",704,"Rural population with access to safe drinking-water (JMP)",4115,2017,96.9,"I","","0"
"Viet Nam",704,"Urban population with access to safe drinking-water (JMP)",4116,2017,99.1,"I","","0"
"Viet Nam",704,"Population affected by water related disease",4403,2017,177.6,"I","","0"
"Yemen",887,"Total population",4104,2017,27834.819,"X","","0"
"Yemen",887,"Rural population",4105,2017,18075.808,"X","","0"
"Yemen",887,"Urban population",4106,2017,10174.612,"X","","0"
"Yemen",887,"Flood occurrence (WRI)",4543,2017,2.9,"I","","0"
"Yemen",887,"Total population with access to safe drinking-water (JMP)",4114,2017,54.9,"I","","0"
"Yemen",887,"Rural population with access to safe drinking-water (JMP)",4115,2017,46.5,"I","","0"
"Yemen",887,"Urban population with access to safe drinking-water (JMP)",4116,2017,72.0,"I","","0"
"Zambia",894,"Total population",4104,2017,16853.599,"X","","0"
"Zambia",894,"Rural population",4105,2017,9747.709,"X","","0"
"Zambia",894,"Urban population",4106,2017,7346.421,"X","","0"
"Zambia",894,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"Zambia",894,"Total population with access to safe drinking-water (JMP)",4114,2017,65.4,"I","","0"
"Zambia",894,"Rural population with access to safe drinking-water (JMP)",4115,2017,51.3,"I","","0"
"Zambia",894,"Urban population with access to safe drinking-water (JMP)",4116,2017,85.6,"I","","0"
"Zimbabwe",716,"Total population",4104,2017,14236.595,"X","","0"
"Zimbabwe",716,"Rural population",4105,2017,11201.138,"X","","0"
"Zimbabwe",716,"Urban population",4106,2017,5328.766,"X","","0"
"Zimbabwe",716,"Flood occurrence (WRI)",4543,2017,2.8,"I","","0"
"Zimbabwe",716,"Total population with access to safe drinking-water (JMP)",4114,2017,76.9,"I","","0"
"Zimbabwe",716,"Rural population with access to safe drinking-water (JMP)",4115,2017,67.3,"I","","0"
"Zimbabwe",716,"Urban population with access to safe drinking-water (JMP)",4116,2017,97.0,"I","","0"
""

-- Coverage
-- Computation information
-- General
-- Accuracy
(c)  FAO of the UN
The information contained in AQUASTAT is provided free of charge to all users. Recommended citation:<br/>
FAO [Year of publication].AQUASTAT Database. AQUASTAT&nbsp;<a href=""http://www.fao.org/nr/water/aquastat/data/query/index.html?lang=en"" target=""_blank"">Website</a>&nbsp;accessed on&nbsp;[11/05/2021 11:56]
 
